id_pedido,id_cliente,data_pedido,produto,categoria,quantidade,preco_unitario,metodo_pagamento,custo_envio,status_pedido,tempo_entrega_dias
289,30,2022-04-24,Mochila,Eletrônicos,9,39.67,Dinheiro,45.72,Enviado,6
290,35,2023-08-17,Tablet,Acessórios,8,795.57,Cartão de Débito,10.64,Processando,13
291,96,2023-08-11,Câmera,Livros,1,327.91,Pix,21.34,Processando,2
292,72,2023-12-15,Fones de Ouvido,Eletrônicos,7,885.9,Cartão de Crédito,32.57,Processando,11
293,34,2022-03-22,Fones de Ouvido,Lazer,4,570.65,Dinheiro,40.61,Entregue,13
294,19,2023-06-04,Bicicleta,Eletrônicos,4,262.11,Cartão de Crédito,31.76,Cancelado,1
295,41,2022-04-03,Sapatos,Vestuário,2,70.86,Pix,15.4,Processando,10
296,86,2023-11-15,Jogo de Vídeo,Livros,4,947.35,Cartão de Débito,9.91,Entregue,10
297,92,2023-08-28,Tablet,Vestuário,4,102.72,Cartão de Crédito,35.68,Cancelado,6
298,69,2022-10-18,Jogo de Tabuleiro,Acessórios,8,10.36,Boleto,14.11,Entregue,2
299,76,2023-12-27,Calça Jeans,Vestuário,7,391.29,Boleto,29.77,Cancelado,1
300,11,2022-09-26,Livro,Acessórios,6,194.43,Cartão de Débito,38.64,Processando,5
301,64,2022-08-30,Calça Jeans,Eletrônicos,1,165.26,Boleto,17.11,Cancelado,3
302,95,2023-07-31,Monitor de Atividade,Vestuário,9,805.85,Cartão de Débito,46.43,Processando,7
303,27,2023-07-02,Monitor de Atividade,Livros,6,408.97,Dinheiro,16.33,Cancelado,8
304,96,2023-07-08,Calça Jeans,Vestuário,6,79.56,Boleto,45.39,Processando,10
305,60,2022-05-08,Tablet,Acessórios,6,558.02,Cartão de Débito,40.36,Cancelado,12
306,79,2023-06-05,Relógio,Acessórios,9,641.36,Cartão de Débito,6.52,Cancelado,12
307,34,2023-04-07,Smartphone,Lazer,1,26.23,Pix,22.38,Processando,10
308,16,2022-05-23,Chapéu,Eletrônicos,3,215.3,Boleto,7.0,Enviado,7
309,59,2023-07-16,Relógio Inteligente,Acessórios,10,270.47,Cartão de Crédito,43.8,Processando,3
310,12,2023-07-04,Guitarra,Lazer,3,614.42,Pix,47.25,Enviado,11
311,19,2024-01-02,Relógio,Acessórios,9,349.32,Boleto,49.19,Enviado,11
312,12,2022-07-17,Vestido,Lazer,5,321.8,Cartão de Crédito,43.82,Processando,4
313,8,2022-03-05,Camiseta,Acessórios,10,874.0,Pix,35.37,Processando,6
314,5,2023-11-04,Sapatos,Lazer,6,633.9,Boleto,38.51,Cancelado,9
315,87,2023-10-29,Livro,Acessórios,8,170.59,Dinheiro,37.35,Processando,1
316,71,2023-11-25,Câmera,Lazer,5,423.9,Boleto,13.63,Enviado,14
317,54,2022-06-10,Câmera,Livros,10,930.53,Cartão de Crédito,21.13,Entregue,2
318,13,2022-10-14,Livro,Eletrônicos,1,539.07,Boleto,17.25,Enviado,9
319,71,2022-09-08,Câmera,Eletrônicos,3,318.13,Cartão de Débito,23.44,Processando,4
320,38,2022-05-16,Livro,Livros,7,23.59,Cartão de Débito,49.78,Processando,12
321,10,2023-08-11,Óculos de Sol,Livros,3,474.03,Cartão de Débito,45.41,Enviado,14
322,77,2022-09-01,Monitor de Atividade,Eletrônicos,3,544.2,Boleto,35.87,Processando,1
323,40,2022-08-05,Laptop,Vestuário,8,675.45,Cartão de Débito,20.41,Processando,8
324,7,2023-05-14,Óculos de Sol,Livros,6,975.34,Cartão de Crédito,12.98,Enviado,8
325,64,2022-01-15,Smartphone,Livros,8,569.44,Cartão de Débito,12.26,Cancelado,5
326,68,2023-11-22,Jogo de Vídeo,Livros,7,785.81,Cartão de Crédito,11.27,Enviado,4
327,68,2023-09-30,Smartphone,Livros,3,135.9,Dinheiro,48.86,Processando,3
328,61,2022-12-01,Smartphone,Acessórios,6,655.42,Boleto,20.07,Enviado,7
329,37,2022-03-21,Tablet,Eletrônicos,2,127.25,Pix,48.73,Entregue,8
330,48,2022-07-10,Camiseta,Livros,1,415.65,Boleto,5.21,Cancelado,4
331,97,2023-05-15,Relógio,Livros,9,905.84,Pix,19.62,Processando,11
332,22,2023-07-26,Tablet,Livros,6,324.5,Dinheiro,7.17,Processando,5
333,41,2022-06-08,Vestido,Vestuário,3,182.61,Boleto,21.97,Enviado,4
334,13,2023-06-13,Smartphone,Livros,5,430.8,Dinheiro,8.28,Processando,4
335,27,2022-10-10,Relógio,Lazer,4,73.61,Cartão de Crédito,6.68,Cancelado,7
336,64,2023-10-27,Jogo de Vídeo,Eletrônicos,9,783.07,Cartão de Débito,40.09,Entregue,3
337,70,2023-09-11,Relógio Inteligente,Lazer,5,542.72,Pix,37.88,Enviado,4
338,19,2022-11-30,Calça Jeans,Livros,10,156.77,Pix,21.28,Cancelado,10
339,27,2022-11-29,Guitarra,Lazer,4,982.89,Pix,40.36,Processando,10
340,85,2022-01-18,Livro,Eletrônicos,7,865.07,Dinheiro,27.02,Entregue,10
341,96,2023-10-27,Sapatos,Vestuário,1,494.65,Cartão de Crédito,23.61,Processando,13
342,60,2023-12-05,Laptop,Eletrônicos,5,449.15,Dinheiro,12.85,Enviado,7
343,49,2023-03-14,Sapatos,Eletrônicos,5,525.64,Pix,33.42,Enviado,7
344,58,2022-06-27,Guitarra,Vestuário,5,710.11,Cartão de Crédito,12.9,Processando,5
345,78,2022-11-27,Relógio Inteligente,Lazer,10,567.02,Cartão de Débito,41.45,Cancelado,12
346,6,2022-05-09,Jogo de Vídeo,Acessórios,9,920.33,Cartão de Crédito,29.22,Processando,6
347,63,2023-01-21,Relógio,Lazer,4,881.92,Dinheiro,22.0,Cancelado,10
348,6,2023-05-03,Guitarra,Acessórios,6,45.02,Cartão de Débito,20.5,Processando,4
349,66,2022-04-25,Camiseta,Livros,8,573.85,Cartão de Débito,15.45,Enviado,14
350,56,2022-03-26,Bicicleta,Lazer,1,530.96,Boleto,38.19,Processando,13
351,78,2023-08-24,Jogo de Tabuleiro,Eletrônicos,2,175.02,Cartão de Débito,42.87,Entregue,5
352,21,2022-02-02,Relógio Inteligente,Acessórios,7,365.58,Cartão de Crédito,7.57,Enviado,11
353,4,2023-01-05,Jogo de Vídeo,Vestuário,5,863.54,Dinheiro,49.72,Entregue,12
354,63,2022-08-29,Calça Jeans,Lazer,10,311.74,Dinheiro,12.81,Enviado,10
355,60,2023-11-25,Smartphone,Lazer,6,442.51,Dinheiro,36.99,Enviado,7
356,43,2023-09-29,Sapatos,Vestuário,3,569.07,Cartão de Crédito,12.06,Enviado,9
357,48,2022-12-25,Fones de Ouvido,Lazer,5,22.12,Cartão de Crédito,37.86,Entregue,6
358,66,2023-10-12,Relógio,Livros,4,568.79,Pix,36.8,Enviado,12
359,48,2022-10-11,Fones de Ouvido,Vestuário,5,613.69,Dinheiro,25.75,Entregue,12
360,26,2022-05-23,Livro,Lazer,9,225.89,Dinheiro,19.73,Enviado,2
361,7,2022-09-22,Relógio,Vestuário,2,769.4,Pix,38.49,Enviado,3
362,39,2022-11-18,Vestido,Lazer,6,551.52,Boleto,47.53,Cancelado,14
363,32,2023-08-02,Monitor de Atividade,Livros,8,950.45,Dinheiro,11.22,Enviado,5
364,81,2023-12-18,Calça Jeans,Acessórios,7,563.88,Cartão de Débito,33.35,Entregue,4
365,39,2022-12-19,Vestido,Vestuário,9,910.87,Dinheiro,27.65,Entregue,12
366,99,2023-11-26,Fones de Ouvido,Eletrônicos,4,870.54,Dinheiro,41.49,Processando,10
367,80,2023-09-03,Calça Jeans,Livros,7,128.69,Cartão de Crédito,43.28,Enviado,13
368,28,2023-09-09,Óculos de Sol,Vestuário,3,680.9,Cartão de Crédito,37.55,Processando,12
369,13,2022-07-11,Laptop,Acessórios,4,921.99,Boleto,26.73,Cancelado,2
370,64,2022-07-24,Livro,Livros,3,750.3,Cartão de Débito,42.21,Entregue,2
371,13,2023-07-25,Laptop,Vestuário,5,374.97,Pix,31.88,Enviado,14
372,24,2022-04-02,Câmera,Lazer,7,636.73,Boleto,38.59,Cancelado,5
373,75,2022-08-13,Smartphone,Vestuário,3,79.96,Pix,45.43,Processando,7
374,11,2023-08-18,Óculos de Sol,Livros,3,609.27,Dinheiro,26.28,Entregue,11
375,13,2022-02-27,Vestido,Vestuário,9,972.53,Dinheiro,9.95,Enviado,13
376,45,2023-05-04,Jogo de Vídeo,Vestuário,6,397.76,Cartão de Crédito,23.09,Entregue,12
377,37,2022-10-01,Fones de Ouvido,Lazer,10,126.82,Cartão de Débito,26.8,Entregue,5
378,64,2023-03-16,Chapéu,Livros,7,893.67,Cartão de Débito,30.72,Entregue,13
379,18,2022-09-06,Monitor de Atividade,Eletrônicos,1,476.1,Pix,26.34,Enviado,14
380,15,2022-05-16,Tablet,Lazer,1,135.78,Cartão de Crédito,27.56,Processando,3
381,35,2023-04-18,Câmera,Lazer,4,310.86,Cartão de Débito,35.73,Entregue,4
382,17,2023-07-05,Laptop,Lazer,4,142.74,Boleto,23.81,Entregue,14
383,13,2023-10-07,Camiseta,Lazer,1,767.19,Dinheiro,41.23,Entregue,14
384,32,2023-05-06,Smartphone,Eletrônicos,5,31.15,Cartão de Débito,6.52,Enviado,9
385,17,2022-04-12,Jogo de Tabuleiro,Livros,3,155.99,Cartão de Crédito,23.71,Processando,13
386,92,2022-08-06,Câmera,Lazer,5,311.52,Cartão de Crédito,12.0,Processando,1
387,62,2023-05-16,Sapatos,Eletrônicos,5,778.15,Dinheiro,48.79,Enviado,5
388,68,2023-10-22,Óculos de Sol,Vestuário,1,476.68,Boleto,31.44,Entregue,14
389,11,2022-08-17,Jogo de Tabuleiro,Livros,7,558.08,Cartão de Débito,8.22,Processando,10
390,85,2023-07-25,Câmera,Acessórios,4,564.39,Cartão de Crédito,16.61,Processando,8
391,64,2022-05-25,Jogo de Tabuleiro,Acessórios,3,971.93,Pix,7.58,Processando,4
392,20,2024-01-09,Smartphone,Livros,2,860.67,Dinheiro,14.46,Processando,11
393,5,2023-01-10,Fones de Ouvido,Livros,3,67.63,Cartão de Crédito,28.86,Processando,2
394,3,2023-11-14,Óculos de Sol,Eletrônicos,6,862.74,Dinheiro,23.09,Enviado,5
395,28,2023-03-30,Chapéu,Acessórios,1,697.6,Pix,25.43,Enviado,10
396,78,2023-10-05,Bicicleta,Acessórios,9,24.46,Dinheiro,39.55,Enviado,11
397,44,2023-07-17,Relógio Inteligente,Eletrônicos,10,471.77,Pix,34.1,Processando,2
398,69,2023-02-12,Smartphone,Lazer,4,220.33,Dinheiro,37.97,Processando,12
399,1,2022-10-15,Laptop,Eletrônicos,1,500.7,Pix,34.65,Entregue,7
400,43,2023-12-24,Smartphone,Vestuário,2,522.87,Pix,24.77,Cancelado,13
401,17,2022-12-05,Livro,Vestuário,9,11.53,Dinheiro,37.4,Enviado,7
402,44,2022-12-27,Jogo de Vídeo,Vestuário,10,770.75,Pix,26.78,Processando,1
403,7,2023-08-21,Camiseta,Vestuário,5,74.47,Dinheiro,25.24,Cancelado,14
404,63,2023-03-11,Fones de Ouvido,Acessórios,7,556.4,Boleto,31.18,Processando,13
405,72,2022-09-07,Livro,Eletrônicos,5,712.56,Boleto,11.2,Enviado,8
406,91,2023-10-14,Câmera,Acessórios,9,469.92,Boleto,41.78,Enviado,13
407,68,2022-04-05,Câmera,Lazer,1,967.01,Cartão de Débito,49.68,Entregue,14
408,58,2023-03-04,Óculos de Sol,Lazer,8,289.21,Pix,27.44,Cancelado,10
409,86,2023-09-14,Livro,Livros,5,935.98,Cartão de Débito,8.98,Enviado,5
410,68,2022-09-04,Câmera,Lazer,3,703.28,Pix,14.82,Enviado,9
411,59,2022-11-28,Relógio Inteligente,Livros,10,318.96,Cartão de Crédito,43.03,Cancelado,2
412,18,2022-09-21,Sapatos,Acessórios,9,452.45,Pix,41.05,Processando,11
413,95,2024-01-01,Relógio,Eletrônicos,5,924.75,Cartão de Débito,29.5,Enviado,9
414,22,2023-11-03,Calça Jeans,Lazer,7,344.91,Cartão de Débito,17.61,Processando,9
415,10,2022-10-14,Mochila,Livros,9,752.11,Cartão de Débito,19.47,Processando,3
416,25,2022-12-21,Jogo de Tabuleiro,Lazer,7,688.47,Boleto,32.5,Enviado,10
417,53,2023-09-09,Monitor de Atividade,Livros,3,725.9,Cartão de Débito,11.9,Enviado,12
418,94,2023-05-15,Guitarra,Acessórios,9,527.67,Pix,13.73,Entregue,1
419,26,2022-11-07,Bicicleta,Eletrônicos,3,142.07,Cartão de Débito,27.91,Processando,3
420,71,2023-05-01,Chapéu,Livros,1,372.85,Cartão de Débito,18.61,Enviado,8
421,63,2023-01-16,Sapatos,Acessórios,7,967.11,Boleto,26.0,Entregue,7
422,47,2022-03-12,Monitor de Atividade,Acessórios,4,279.71,Pix,10.58,Cancelado,8
423,15,2023-12-30,Camiseta,Vestuário,5,807.03,Dinheiro,48.49,Processando,14
424,2,2022-05-06,Camiseta,Acessórios,10,100.8,Dinheiro,7.05,Entregue,11
425,58,2022-10-10,Fones de Ouvido,Vestuário,8,141.6,Pix,12.5,Processando,6
426,87,2023-06-20,Vestido,Lazer,9,423.27,Cartão de Débito,18.94,Processando,12
427,84,2022-05-31,Relógio,Eletrônicos,6,900.11,Cartão de Crédito,21.92,Entregue,10
428,98,2022-03-30,Bicicleta,Livros,9,847.28,Dinheiro,17.89,Enviado,2
429,90,2023-01-24,Jogo de Tabuleiro,Lazer,8,602.76,Cartão de Crédito,49.78,Entregue,14
430,64,2023-05-25,Guitarra,Vestuário,10,220.89,Boleto,17.94,Enviado,13
431,29,2023-11-22,Óculos de Sol,Vestuário,6,568.17,Pix,44.71,Entregue,13
432,63,2023-01-19,Fones de Ouvido,Acessórios,4,390.56,Cartão de Débito,44.36,Processando,4
433,31,2022-10-01,Câmera,Eletrônicos,5,935.13,Pix,16.41,Entregue,11
434,90,2022-06-18,Calça Jeans,Eletrônicos,5,641.04,Dinheiro,27.97,Processando,13
435,41,2023-08-31,Relógio Inteligente,Lazer,6,30.14,Boleto,44.84,Enviado,6
436,39,2023-04-17,Vestido,Livros,10,40.32,Cartão de Crédito,47.14,Processando,1
437,26,2023-12-28,Livro,Lazer,8,864.86,Boleto,12.42,Cancelado,9
438,22,2022-05-13,Bicicleta,Eletrônicos,5,576.65,Dinheiro,44.36,Enviado,1
439,53,2022-05-02,Camiseta,Lazer,6,92.0,Cartão de Crédito,37.19,Enviado,13
440,23,2022-03-14,Jogo de Vídeo,Lazer,7,567.67,Cartão de Débito,22.55,Cancelado,11
441,29,2023-03-04,Jogo de Vídeo,Acessórios,2,545.9,Dinheiro,47.46,Entregue,3
442,24,2023-11-17,Jogo de Tabuleiro,Acessórios,1,675.16,Pix,34.25,Enviado,3
443,13,2023-05-01,Tablet,Livros,7,460.87,Cartão de Crédito,47.26,Cancelado,2
444,13,2022-02-05,Calça Jeans,Vestuário,3,306.94,Boleto,12.25,Entregue,12
445,27,2023-01-16,Tablet,Lazer,4,208.91,Boleto,38.38,Processando,4
446,1,2023-10-27,Relógio Inteligente,Acessórios,6,874.52,Pix,15.16,Entregue,4
447,88,2023-06-14,Vestido,Acessórios,4,246.9,Dinheiro,17.3,Entregue,2
448,31,2022-03-20,Jogo de Vídeo,Eletrônicos,10,870.3,Pix,35.9,Enviado,8
449,51,2023-11-08,Relógio,Lazer,3,325.28,Boleto,46.34,Enviado,7
450,12,2023-03-28,Fones de Ouvido,Lazer,6,204.84,Cartão de Crédito,6.99,Processando,2
451,21,2022-04-19,Camiseta,Vestuário,5,760.88,Cartão de Débito,24.26,Entregue,8
452,66,2022-06-06,Óculos de Sol,Vestuário,5,487.08,Cartão de Débito,31.28,Entregue,14
453,80,2022-11-08,Calça Jeans,Acessórios,6,656.62,Cartão de Débito,35.79,Processando,8
454,34,2022-01-28,Jogo de Tabuleiro,Vestuário,3,360.92,Boleto,27.65,Enviado,2
455,76,2023-07-30,Óculos de Sol,Eletrônicos,9,198.02,Cartão de Crédito,23.23,Cancelado,7
456,89,2023-11-30,Calça Jeans,Eletrônicos,1,255.7,Pix,17.21,Processando,13
457,34,2023-09-09,Vestido,Acessórios,4,216.34,Pix,6.66,Cancelado,10
458,49,2022-02-07,Jogo de Vídeo,Eletrônicos,6,306.15,Cartão de Crédito,36.73,Entregue,8
459,59,2022-10-01,Óculos de Sol,Acessórios,7,915.0,Cartão de Débito,48.56,Processando,7
460,29,2022-08-12,Laptop,Acessórios,4,839.42,Dinheiro,35.5,Entregue,2
461,27,2022-01-29,Jogo de Tabuleiro,Acessórios,7,835.74,Cartão de Débito,23.73,Cancelado,1
462,1,2022-02-22,Laptop,Vestuário,7,519.66,Boleto,15.24,Enviado,8
463,33,2023-11-30,Bicicleta,Vestuário,2,767.15,Pix,23.09,Cancelado,5
464,33,2022-08-10,Monitor de Atividade,Vestuário,8,881.43,Dinheiro,26.13,Enviado,9
465,68,2023-04-11,Tablet,Eletrônicos,7,12.36,Boleto,17.39,Enviado,12
466,98,2023-01-19,Smartphone,Acessórios,1,253.51,Dinheiro,41.53,Enviado,3
467,100,2023-07-08,Livro,Acessórios,8,813.3,Dinheiro,28.46,Entregue,9
468,2,2022-05-07,Monitor de Atividade,Lazer,5,282.51,Cartão de Débito,9.79,Cancelado,3
469,19,2022-03-26,Monitor de Atividade,Eletrônicos,3,535.36,Cartão de Débito,5.48,Cancelado,11
470,67,2023-10-09,Laptop,Acessórios,7,179.08,Dinheiro,49.78,Entregue,14
471,43,2022-06-20,Mochila,Livros,8,463.61,Cartão de Crédito,15.82,Processando,13
472,6,2022-12-26,Guitarra,Livros,9,512.63,Pix,13.99,Cancelado,12
473,39,2022-11-02,Sapatos,Lazer,9,229.23,Pix,19.23,Cancelado,11
474,99,2023-04-17,Fones de Ouvido,Livros,5,574.34,Pix,31.89,Entregue,2
475,74,2023-06-15,Tablet,Lazer,9,20.79,Dinheiro,8.67,Entregue,12
476,51,2023-10-22,Bicicleta,Livros,1,599.79,Pix,17.01,Enviado,9
477,89,2023-09-09,Jogo de Vídeo,Lazer,1,750.28,Dinheiro,24.13,Entregue,7
478,18,2022-08-22,Jogo de Vídeo,Eletrônicos,1,421.46,Pix,43.43,Cancelado,1
479,18,2023-01-13,Mochila,Acessórios,7,351.48,Cartão de Crédito,40.67,Enviado,5
480,34,2023-01-04,Guitarra,Lazer,7,70.12,Pix,18.32,Cancelado,7
481,51,2022-04-18,Livro,Lazer,7,244.13,Cartão de Débito,15.77,Cancelado,10
482,15,2022-04-24,Tablet,Eletrônicos,3,919.3,Cartão de Débito,12.92,Entregue,5
483,39,2022-02-25,Laptop,Livros,9,834.6,Dinheiro,6.68,Cancelado,10
484,54,2023-08-06,Bicicleta,Livros,6,352.52,Pix,46.68,Processando,4
485,29,2022-03-16,Fones de Ouvido,Livros,7,245.22,Pix,20.63,Enviado,9
486,66,2023-07-10,Calça Jeans,Vestuário,4,746.29,Dinheiro,49.25,Entregue,10
487,89,2022-04-24,Calça Jeans,Lazer,2,520.64,Dinheiro,8.64,Cancelado,1
488,86,2022-10-20,Jogo de Vídeo,Eletrônicos,5,479.45,Dinheiro,9.75,Enviado,14
489,81,2023-08-20,Chapéu,Lazer,5,136.4,Boleto,31.28,Enviado,13
490,96,2023-04-28,Livro,Eletrônicos,8,893.05,Boleto,16.31,Cancelado,2
491,5,2023-07-11,Tablet,Livros,1,974.15,Cartão de Crédito,10.68,Processando,5
492,71,2023-09-09,Tablet,Vestuário,8,289.78,Boleto,48.07,Entregue,6
493,2,2023-01-07,Laptop,Lazer,2,823.73,Dinheiro,32.25,Entregue,12
494,88,2023-08-02,Jogo de Tabuleiro,Lazer,6,264.46,Cartão de Débito,10.54,Enviado,8
495,20,2023-03-19,Guitarra,Livros,10,979.73,Pix,22.2,Cancelado,4
496,36,2022-03-19,Camiseta,Livros,5,714.83,Boleto,8.76,Entregue,9
497,34,2022-03-23,Relógio,Lazer,3,400.59,Boleto,21.29,Entregue,8
498,39,2022-04-18,Livro,Vestuário,10,158.17,Boleto,10.99,Cancelado,2
499,32,2022-12-13,Jogo de Vídeo,Vestuário,10,485.75,Cartão de Débito,19.01,Cancelado,7
500,56,2023-12-22,Calça Jeans,Acessórios,2,86.53,Pix,45.27,Entregue,8
